area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20
state,Terengganu,0.2955255188076198,0.3397546689569122,1.0,-0.8839834647816778,0.9875671799063939,-0.028703345994598672,0.6527948531180732,-0.9316945655125453,0.2892940637640877,0.08204723969651395,-0.19142588277552108,-1.0,-0.5208419343580281,0.4386937355767455,1.0,-0.32793437476055687,0.5377749315694089,-0.6307641257862399,-0.38320209580688736,-0.5118759329573366
state,Sabah,-0.04157203552164801,0.25712344740128046,-0.6371099805462949,-0.07831379500836921,-0.8904035787686688,-1.0,0.05035308827211349,-0.3229325360670634,0.14134864972350836,0.16767683169819603,-0.2940220442403083,-0.3559141489227978,0.0013223662224128852,-0.02046016607206258,-0.38323948906925087,-0.07208413393740709,0.8655212442195679,-0.14905563351384488,0.036002034617850454,-0.11210639287961965
state,Sarawak,0.15557397916095028,-0.3861540206966041,-0.1775751238773231,-0.6166089883330554,-0.9317767005267023,-0.20404407037462702,-0.8032448732760553,0.03293372526249638,0.12834439078517446,0.9611138693935943,-0.10305161772808746,0.9162594032096723,1.0,1.0,0.22275143290106492,0.3800215914004843,-0.2634099204316148,-0.8371666657509145,-0.10586664048414329,0.06193066974630068
state,W.P. Kuala Lumpur,0.11858977708242713,-0.48989200660283694,-0.4271789920798533,-0.8683902561648232,1.0,0.6136011052569619,0.45137833240758685,1.0,-0.012791265206532176,-0.3179001847303151,-0.021122772353391217,0.279750481741615,-0.36087351109155374,0.8397045010936666,-0.3937745656079421,0.3111134473599966,-0.5854625438599961,0.14509018227882087,0.3292938470356641,0.11825227912744518
state,W.P. Labuan,-0.5086594151735385,0.5432668456225074,0.45252642987686986,0.2302179986435171,-0.4725165351691949,0.85585898770608,-1.0,0.5595496851377346,-0.9854927932674059,0.2854577378424519,0.8297357286805942,-0.05784106475926287,0.20232289591962194,0.056627653724990346,-0.17368365238786243,0.03699604282038749,-0.09195786722321375,-1.0,-0.5403964769189311,0.09903439230646716
state,W.P. Putrajaya,0.850751968030885,-0.2244299079571539,0.2936778209232096,-0.12199284844218505,-0.6265035122239379,1.0,-0.4246002130073838,0.22510880802011268,-0.42828870166760946,-0.4247087472130201,0.5680610983645451,0.5673846039163994,-0.3891576388747331,-0.6155235343708065,-0.19775994571548106,-0.4313336157322937,-0.4081395746374099,0.4808247227633049,-0.48996371124944327,0.19046359879630437
district,Batu Pahat,-0.5203086440252825,0.18866344554178394,-0.45358792579856244,-0.15323717304454176,-0.16621475141853614,0.7690939843992082,0.14591913852924843,-0.6677435078824018,0.45399243357235686,0.17003322846752855,0.14728002252732542,0.09255675441187172,-0.053384614283994214,-0.3509503363133468,-0.5497091909373476,-0.933942822189767,0.3296799292782282,-0.911881684737692,0.2795162129722564,-0.41767461834983133
district,Johor Bahru,-0.03316004137651052,0.32763476839701067,0.03196314251363952,-0.5558743596009921,-0.03180354355473558,0.25632391863018356,0.6541579678248264,-0.5081685736028343,-0.4734795150440626,-0.063633438784784,0.09214933077211551,-0.05788635016456933,0.2619959746130587,-0.18611202897685097,0.32503698574459516,0.009605767954725009,-0.14521105137663015,0.2608856812701299,0.3581934806917981,-0.46851960479651644
district,Kluang,0.2889434935311672,-0.3472747795341886,-0.3891089279786675,-0.24770364334180217,-0.2790863950477249,0.035453070823527,-0.38599510997669817,-0.10819376750622378,0.5903363188580113,-0.6752191192178416,0.5669377368334081,0.07624327762885752,0.07012552115841086,-0.834843676796001,-0.17505457235396094,0.19932165015302106,0.14690961736352826,-0.013024049505150015,0.6354982584709408,0.32575533748683827
district,Kota Tinggi,0.7556665178389816,0.3785520751186018,-0.0039470272987967014,0.162009659367375,0.6923742337751642,-0.019303538937314957,0.14843298293486828,0.06607055824953867,0.32289801258112316,0.2591931502458025,0.4851660805327478,-0.17355503106312642,-0.3107080788419747,0.1517661935857273,-1.0,-0.29236073546868446,-0.11735335025419047,0.602252013198471,-0.0003444262976159962,0.5688895389412036
district,Mersing,-0.14949698049687432,-0.22969500491804895,0.11701458591246938,-0.7469250932831074,0.12726284951329392,-0.28184512361635794,-0.0992052332666713,0.3222759380160156,0.14617103767218298,-0.1409396393122998,-0.46118688076146563,0.0855919097168214,-0.14560115282170938,0.023740417804338554,-0.6308017498121942,0.4974560117348297,0.26091412125192726,-1.0,0.5352878303448532,0.29548048714345465
district,Muar,0.24376647422765418,0.853805118446078,0.3531273685571181,-0.20233670024143358,-0.5702571157348838,-0.2967567838940044,0.8012050777190602,-0.22833416181682142,0.011176129534196111,-0.49696590559676945,0.2730499855253603,-0.30549075917651136,-0.3293031427511328,-0.19694195196662867,-0.14846069085428115,0.053119623306152386,-0.017987823805301617,0.18566954748601638,0.5980365602664952,-0.10501897418160544
district,Pontian,0.4190911505642656,-0.35831208221130284,-0.2049506554230044,-0.03168436701099209,0.6636430373750783,0.077959477808202,-0.3058799103827957,0.10734545962000541,-0.04428024259619057,-0.02137849711812534,0.3487117612137982,-0.4207138604290671,-0.8866953281765141,-0.0014526578733593531,-0.3023274029952552,0.29526910692143815,0.5193203156754254,-0.06262239117615742,-0.7532726002497414,0.9092487863281156
district,Segamat,0.5006794731097377,0.232913071556909,-0.09696395456598683,0.1421650484421333,-0.009890704059929534,0.2018009812342476,-0.06066960215739137,-0.19632170145995498,-0.030554297801392294,-0.027869918083616052,0.47515742132507266,0.28844236132847967,0.018092189139219617,-0.700970481026268,0.17697067714339654,0.20115811288051755,0.0012305991480345835,0.21663528713724323,0.01761619002231729,0.921391846975796
district,Kulai,-0.15543483468599106,0.15958971816635414,-0.14120640797604356,0.3111054867727052,0.9575049229426966,0.08723863346358951,0.39826672728328116,-0.046886649079581066,0.02632347738660301,-0.20944387516381846,0.21751151142919434,0.3290857422421243,0.28910433224741316,-0.2700429428252472,0.7977857305603477,-0.11675967066548365,0.11338869936157758,-0.14105560342609114,0.46043613566801467,0.4970243212321095
district,Tangkak,0.072026702848911,-0.12300450820748687,0.540670851573744,-0.35542036805205257,0.4591823467812748,-0.098902117782117,0.2556918574987721,-0.754039793051004,0.3773259282794268,-0.4517094635420319,-0.8433676336954253,0.39381651360872394,-0.013532385582353479,0.09035772979319412,-0.28684728528028114,-0.218194350519328,0.24505439705658594,0.29702760073423096,-0.06271853066548028,-0.1695756875943626
district,Baling,-0.20707190936932152,-0.22789440478583534,0.4154314502306673,0.10674423225057827,0.6626782052666684,0.15682099793337034,0.22241738952146672,-0.41578582142694587,0.2902253361657898,0.01318308496886722,-0.5818221291207958,0.45046322894192325,0.6238922428743316,-0.5314513438497203,0.2309487997163071,0.11224256395849963,0.04896432610448809,-0.13897738465771348,0.32208604855694656,0.3221659624362869
district,Bandar Baharu,0.08078207147663652,-0.16165089656772047,-0.06865490756343007,-0.9734015617155383,0.10521161091466436,-0.038885638720872806,0.26693223955693646,-0.6421654714216284,0.08440565602818317,-0.18348745910826736,-0.06510856644671559,-0.429333041675535,0.14991910349986592,-0.05455318430441847,0.03391659431200944,-0.29637515829019134,0.049121789165209595,-0.4375059826568224,0.444597241618889,0.42093289233892817
district,Kota Setar,-0.0947712739397173,-0.2360963169902851,0.33733669872693395,-0.5960876907828059,-0.21030581687288996,-0.2727797105254245,0.17646074962534786,-0.12142651847038177,0.9033074628964586,-0.4151047647127585,-0.19282630835356174,0.922574629102294,0.3231013260880231,-0.014959330941746951,0.12888107395154202,-0.25562158808943525,0.18252635703203124,0.0085635218764748,-0.11186431146339382,0.2449798129641203
district,Kuala Muda,-1.0,-0.2553184869908792,0.10873718864040183,-1.0,0.09212516831090456,-0.09398289648554237,0.2592757879287064,-0.5328509487594972,-0.19425345921421444,-0.5910342477630002,0.15672086824395248,0.08007750933148827,-0.7115967048953127,-0.48861258431423216,-0.7654897463818479,-0.07353743964432324,-0.18199995461032403,0.0410626255876827,-0.30486925424689204,0.307271764065574
district,Kubang Pasu,0.41451265631942835,-0.09060756696280159,-0.522065132117403,-0.13290780149930448,0.02532185105538498,-1.0,-0.003655203915480576,0.05218743048097396,0.35924200507398174,0.17963352095951612,0.045002017100620684,-0.14907164579143262,0.7654338893653643,-0.20938790750696323,-0.30187244048167516,-1.0,-0.054948920156050685,-0.16839172186749252,0.657090779541561,0.12410016727638107
district,Kulim,0.2479740152558947,-0.033487543424034594,0.2832718258333282,-0.04414154913270907,-0.042888322665949774,0.1291150239295864,0.3484221467098436,-0.3346486058527669,0.1231552197057928,-0.453620150704631,0.31660290939743696,-0.21755196703106838,1.0,-0.15146534227799313,-0.05057000266727696,-0.3839595378990145,0.060626365058906284,0.6499477339593542,0.2991711345158776,0.25433276933957316
district,Langkawi,0.44029293854866025,0.24990090246476915,0.036577400952750194,-0.5282088308253976,0.4851736399555755,-0.11971657836085403,0.00952452212320365,-0.2952432683684848,0.2573788100399399,0.01881111732320151,-0.004155804040369193,-0.4300547467168454,0.4156557558422491,-0.5296070724589006,1.0,-0.5806452517081033,-0.08088837883648359,-0.6210086209526651,0.0621749052372671,-0.03026099433664975
district,Padang Terap,-0.12958015845642545,-0.06530917151948312,-0.5353549399009634,-0.18834729724056054,0.44187115927635556,0.6117251675455189,-0.11958584601681976,0.27846148626383593,0.35273784777647355,-0.3880305036841182,-0.3874230092484642,0.7454378368138146,0.2014650649633387,-0.42879424205246786,0.26455029742079383,0.13572903278009796,0.24560689674251712,-0.44111876677006,0.31303970288387206,-0.2445382996425256
district,Sik,-0.0723217838020429,0.6380971230525299,0.36468556772654437,-0.18138768499755076,0.025047213880683872,0.693589581369481,-0.1000766705192716,0.22543723705011431,0.1016072199707383,-0.3881690932820724,0.7039821974944724,-0.24708900170939274,-0.4005925078844401,-0.10213280179575013,-0.32438258345712945,0.1319183675324298,-0.44904524134444534,-0.1475551435309591,-0.7575530351451251,0.003507990345363865
district,Yan,0.1601963884978972,0.5859149339496761,0.23506856172209312,-0.20259189117009113,-0.15449006588208403,0.7005056967361376,0.4789173272229441,-0.6820225072915916,-0.11522043156634898,0.046996329963478356,0.10206843735106963,-0.08326531358519862,-0.479581479346072,-0.47204726480978065,0.45245257884355916,0.11333367042265596,-0.04986503478931692,-0.4590152320789054,0.49598983395198215,0.18465057697844411
district,Pendang,0.006501466338251438,-0.4804362184063595,0.34819237895273925,0.32945165799197973,-0.2495805919075852,0.23378709863771419,0.10401963312004825,-0.01420300065874236,0.2735423578994902,-0.04378873571859698,-0.1762592407393374,0.13211880050667957,0.5550733787876099,-0.252217663209913,0.4462695276100912,-0.06850380988856064,0.3195445846463576,-0.18123061058963552,-0.15669610080683782,-0.6811381713784874
district,Pokok Sena,0.13697446148278525,0.4740555215633455,-0.07635729979069095,0.059175903675962704,0.2675244268817354,-0.7657034985746931,0.2900294013584779,-0.12912292361313316,-0.32191484361728584,-0.588287829923591,-0.146045122467079,-0.3120755563222035,0.1870647951661366,-0.7787010787624595,0.5592524612516574,0.17086898976265807,0.05164600676506348,-0.19106534926683827,0.24982832016705347,0.5125013100487978
district,Bachok,-0.6350684687125574,0.6381508295892788,-0.006442596976702464,0.27291666008603577,-0.057805791782111426,-0.030840604233877467,0.9668289062089863,-0.0751654068914187,0.33648984799466564,-0.2116117571756828,0.3976389041138044,0.2262740731032149,-0.29895402062404464,-0.08914988499471432,-0.48702485266958906,0.014245147119705814,-0.23961194649185413,0.1478237816354031,-0.09772869841347809,-0.3634029219550834
district,Kota Bharu,0.08423164592020038,-0.27918363042500394,0.32605931331136384,0.23833701680733754,-0.5146274456024278,0.44747215623233605,0.014091782369707095,-0.6522989787860898,0.17401924857634277,-0.10722752024821292,0.41733681373899634,-0.12704936324596283,0.43110922342338864,-1.0,0.2623523277400368,-0.34052973458464075,-0.1679277457045084,0.2295414352296643,-0.5526664178106082,0.13038446372445822
district,Machang,-0.41739103896272456,-0.11563266496713609,-0.3111944709068474,-0.46013012823188837,0.2872657059333803,0.43662343083582855,0.32129486270918783,0.2627123096103374,0.35693949522015167,-0.011230755143124327,-0.10306804876998898,0.04084292431658865,0.06788351887767519,-0.2592299057040801,-0.11511884789314053,-0.04016193030634496,0.3335302340375488,1.0,0.4716865360889133,0.44024453657705886
district,Pasir Mas,0.015878797107884424,0.2794993881650556,-0.2619036651698732,0.07958320951429343,0.35136538560857433,0.9254517870181322,-0.5880185478886404,-0.8161484675760664,0.7571793360144357,0.03990954975109573,-0.5908781436031407,-0.15354829329745068,0.200288985136289,-0.3243955369268384,0.11962713465104735,-0.4529904519358351,-0.14956287570354243,0.4837042608369877,0.06599825751241628,0.0914548560378945
district,Pasir Puteh,0.1043763946728351,0.4584181442935542,-0.10855928532408887,-0.11712281582237749,0.014856891928047844,0.04008792622410917,0.2614876194454854,-0.5482038520399106,0.5357172280312723,-0.48627860682103263,-0.029851390094003616,0.5473414024737229,0.16536310799976306,-0.23154689133801098,0.4228878116611223,0.09597475389370858,-0.4130297727738754,0.04013640154964371,-0.18533697372752678,0.43980879149259544
district,Tanah Merah,-0.114508158202137,0.12648519008340475,-0.4537976448606006,-0.3965339316470867,-0.11462589351499985,0.05320655229945204,0.5451913110844726,-0.10832704242610158,-0.3367815674252427,0.03759308151889651,-0.43211371063306525,0.7517595136933042,-0.1751504905558482,-0.45554175799816565,-0.2586762785500325,-0.02443335215317244,-0.6109864383055421,0.4906461459892366,0.8842805146200063,0.9751474313138593
district,Tumpat,0.48951492031257304,0.8072645928322792,-0.4775248761841804,0.0069878125337161645,0.3896460767981822,0.08302979255360832,0.5868950705186979,-0.3971988082865664,0.27043684125032774,-0.3498418543340359,-0.11538592832448002,0.27306591665825963,-0.44383015730910225,0.09960943080884643,0.21142823140594014,-0.24340432033070292,0.18253119908136872,0.45986139979026674,-0.05768047995772074,0.08131926841176007
district,Gua Musang,-0.02710997159745976,0.21152327232347434,-0.4044718515320842,-0.19327709593920683,-0.37467139419527506,0.02310144870884212,0.6979088947472756,0.2935104177968517,-0.3888018789585993,0.11641456944150197,-0.3503004728317478,0.6029924783919702,-0.09038611435236488,0.11155906366014645,0.5184638720127026,0.4678496016858651,0.05914470832665231,0.3288749700382989,-0.005773237792663366,-0.045270068020302534
district,Kuala Krai,-0.12114880045889787,0.33722225758431446,0.6821040388348962,-0.3785506025840105,-0.6255077572041979,0.5144547033591162,0.8908610981995697,-0.2980443870234377,0.6053300691717205,-0.8165083675885934,0.2348309665421735,0.3349924880484443,-0.07655585155765299,0.15578603985669082,-0.3066204235148279,-0.16880377752721654,-0.2513737073970318,0.6942675135474057,-0.2949752887947068,0.47842066299508534
district,Jeli,-0.5460336766824705,-0.10404348398447705,0.06143768304110475,-0.7716430650024289,0.9056489027022503,0.4770007048584717,0.5558855504631719,-0.5403830989465597,0.22191057982185036,0.153437742305651,-0.41041682801749113,0.36422213627710276,0.4147162009495122,-0.42108004315510095,0.09217508107415906,-0.33960884838730365,-0.5328803352800601,-0.06980564799204547,-0.3117967115393282,-0.056515152065267804
district,Kecil Lojing,-0.1581014844430706,-0.8948792355254896,0.13386962609214548,-0.10189710116609219,0.07219727746567206,0.002368140887358816,-0.11832704441433917,-0.6720489001732652,0.40929076727530433,-0.27794086406459395,0.49942589758687883,0.6818014177642104,0.06933111578732398,-0.8581705478726129,0.6315835485078574,-0.38888092896491055,-0.5101252900417035,0.10467909748548587,0.1023928541664394,0.7872286878538106
district,Alor Gajah,-0.6914358810838614,-0.05164131018653195,0.06969723924995308,-0.532496940655983,-0.5300606450405783,-0.4730134385831368,-0.3036757357711295,-0.11050766839550108,0.14654751358945606,-0.05902033991192923,-0.04814594361600266,0.1557103750990556,0.30216209119620485,0.027653960776906183,0.47050040969954754,0.2162108543401935,0.19711940231534464,-0.0836705225289539,-0.06551423422207181,0.2700992242411504
district,Jasin,-0.21265946791914514,-0.15544376559416728,0.3187334813392373,-0.09888208802055543,0.5191367524702828,0.6120949842234031,0.1171570773920454,0.09333587446104508,-0.1881021154611472,-0.10412536723643606,0.25488457792024,0.280387530331776,-0.5346239018170087,0.022189572443150007,0.24585973834735242,0.0634729974450059,0.42614369229150073,0.1669842444243823,0.23071708404186086,0.22455321416533613
district,Melaka Tengah,0.19406856194103117,0.4170551007052443,-0.02395366018114109,0.07224762083157343,-0.19949920983880876,-0.5728149867849706,0.30681173335561374,-0.1663405977986544,0.3973948454429279,1.0,-0.5394201859123293,-0.1264039759959945,0.20502518822714566,-0.6824248822493335,0.3333574350339652,-0.7471673297720177,-0.08698225567534024,-0.48826360018244386,0.5323768374215567,0.10003184468130333
district,Jelebu,0.45786513012147645,-0.2319263290212541,0.14375933251642947,-0.3377868764276446,0.430421181672175,0.23616354434712927,0.46218359909494033,-0.3476002170064634,0.11099418047426313,-0.11006552901808275,-0.054271880035755116,0.3799009908884807,0.3200428456801345,0.025856876216816538,0.29593652782042934,-0.17903457520335853,-0.3851843529611423,-0.2070879865692994,0.03337966518679636,0.12114568519216529
district,Kuala Pilah,0.17259691785353115,0.2818886245201706,-0.016593930386118227,0.02710390657762929,0.1625997426155541,-0.019948727881478168,0.856202241620492,0.15961816968338627,0.05141214106199454,-0.1322179196045068,-0.7329931448443118,-0.1515573356060439,-0.44189433107047726,-0.37147842117282226,0.16322343199796774,0.44673079011649697,-0.4995544515677124,0.03418775189404921,0.3034595168243013,0.0538796905413621
district,Port Dickson,-0.3443130773993006,0.305236856566679,0.5578627563352025,0.8854303709279783,0.04232713487945361,0.7680716299482138,-0.10037867087607444,0.6376392412247673,0.08201019082440131,-0.22972406276909718,0.21674223849981833,0.6003111361461124,-0.23777047931876694,0.5666778782852329,-0.19649141604961062,0.5456147033420875,0.4091163506779736,0.2860214502727396,0.6384035404878099,-0.04135287917473185
district,Rembau,-0.07677617162770545,-0.25014710060504286,0.7801504914820869,0.39496818835511616,0.39718459649892335,0.532825915655798,0.44598652891283996,-0.035935468631969836,0.5547560888970429,-0.5927736454816104,0.07273490316320474,0.31276501461279005,-0.13999316534624118,0.28516149739147667,0.4045476190717596,-0.2821080735083499,-0.4040134554812018,-0.2536386343389626,0.3227517118658023,0.4613519096119172
district,Seremban,-0.2996793021928814,0.2395878658474806,0.09279632997766529,-0.7319583722432279,0.2751913419081171,-0.04274644776952308,-0.36430825651083687,0.39885270813608975,0.6275875663277592,-0.9721193930534902,0.5428788953283421,0.055844036262348906,-0.17049267755907938,-0.4731217068220992,-0.29485966348593073,-0.38548617089021764,-0.3132757335162294,0.21678294680272447,0.6762074918475771,0.08609690775128032
district,Tampin,-0.7635896490930607,-0.2212037733387342,0.12949842305854609,-0.24478519687812528,-0.04752710766313595,0.005846751113007365,0.02966688399493589,0.31244905527521416,0.0661171530961433,-0.3760749719344276,-0.11847068028545238,-0.4088308200946752,0.684831146631601,-0.20176979624219382,-0.3245445777942181,-0.19411425531901494,-1.0,0.038383551743782274,-0.47587574136468236,0.7956656173159782
district,Jempol,-0.5856918461090304,-0.3024148592911897,0.2512181476699553,-0.03290561677497761,0.3959816701958425,0.5615864438443787,0.9786620590799555,-0.09156083193275255,0.2492250488662724,-0.2131307643412843,-0.23579098666983533,-0.3432057513516247,-0.3398287871792207,-0.4718591669676495,0.4165569271788434,0.4987246611786984,0.28604040072825976,-0.5805207574458385,0.397273425354153,0.14087149813473343
district,Bentong,0.29644002782005363,0.5640674589103727,0.6307741141623453,-0.4846807944279429,-0.006940636717843507,0.8907581052770015,0.6348113718181894,-0.3609829358417759,-0.020071553106479345,-0.31978049762255867,0.2006695150445259,0.4961745340872643,-0.1854869244333438,-0.07481180209766669,0.01741642122825282,-0.20503979346806078,-0.03530028737018265,0.29848862870947057,0.26626610866219536,0.22070642466183532
district,Cameron Highlands,0.09466935318139669,0.19814248551183056,8.851393880249248e-05,0.3196649336592374,-0.35808030239635846,0.4536544586939786,0.3902091197716897,0.17083884474247513,-0.13702725472878263,-0.09747889694017453,-0.7043258946450135,0.24537543525395145,-0.4270375442518385,0.24467625299234008,0.25210941804612697,-0.046698530010122585,-0.29886779098366345,-0.5568968344206526,0.23321002802113733,0.47484192869614517
district,Jerantut,0.24650622063246397,0.41427229956317513,0.3129214671855898,0.3905717157355939,-0.20309428733444168,-0.27769130197919745,0.4623657500185192,-0.2652854985297295,-0.00259016146438118,0.06681874905990859,-0.2493448054260946,0.13949358965838154,0.7640542465224602,-0.47161125234586865,0.14111864742323355,0.17922943342802555,-0.478719600798012,-0.61717773600789,0.48505925084310775,0.23662507402919397
district,Kuantan,-0.060815975675312495,-0.27727720652343146,0.6994948419484686,-0.5817375417131272,-0.020010997601257796,-0.19137448847566862,0.36559275716936046,-0.3167964038635165,-0.06545641830714144,-0.36656912099596317,-0.19007053011410868,-0.23762162316272828,-0.5958750587382808,-0.02084342006194906,0.786962118439765,-0.14529134735607196,0.6294323663231447,0.013674949960557958,0.27759308068631405,0.21802256425721578
district,Lipis,0.39302140669007724,-0.06444070455835538,0.489069948816806,0.12071764497637516,0.3751422007417271,0.045200688398827626,0.4843993737462815,-0.15754603236049214,-0.053883507529126407,-0.4594645820146057,-0.3864874958567961,0.5682836653758392,-0.18353549686486093,-0.3322479480441183,-0.22984175950883035,-0.08523142053699939,0.189408671613851,-0.9351619399941777,0.2230462430152771,0.001807671972310354
district,Pekan,-0.4079404084178313,-0.04154206395966409,-0.4471790002542769,-0.1619747061414909,0.41837123056970915,0.6370678586589973,0.34979731170805106,-0.5285385750063476,0.0012504427574526744,-0.7884248920884649,-0.07147212319327678,-0.13249532113852136,0.17219022778784687,-0.12416380004867023,-0.24673606932626868,0.08162332768616576,0.35411179674221094,-0.3754788046975618,0.1329147962946422,-0.08711715524192687
district,Raub,0.3610403435658651,0.22108942374952156,-0.1758078178005712,-0.1995994020552797,0.050559851131737776,0.6155734896128868,0.9665557096205146,-0.023823933849004608,0.6159738713278342,-0.1302022254789047,-0.40794838429619606,0.5651144432014397,-0.15049775131193444,-0.2105060364910668,-0.2490594912832671,-0.22299043594526546,-0.31226896907456725,-0.4404095811757892,0.8166508527612768,0.21609931826126738
district,Temerloh,0.0725345590877744,-0.04292920979782855,0.34587160475532186,0.32742896711281144,0.5521380932834294,0.3364697880935532,0.020836570317425585,-0.00334986758678657,0.2874863554651157,-0.44868675945282577,-0.027074515170851687,-0.31829972118293004,0.3223361103615985,-0.25299917363649527,-0.10606816671978336,-0.0397017712547032,0.152870059872523,-0.10161666390751911,-0.10581659313114888,0.43421325041188696
district,Rompin,-0.0027787011026314534,-0.6377001247391852,0.6814953826614614,-0.3506945374900128,0.19758880143329383,0.37051832225478165,0.7558694363675016,-0.03552644709214969,0.15724404632953615,-0.3941335630508279,0.24102727683127156,0.49697001524018214,0.15297143342645558,-0.23213525262662105,0.30743119956576526,0.5439094098293236,-0.3402567317593751,-0.21862955593728317,0.7773891645176736,0.48475711580269243
district,Maran,-0.5665927331714107,0.08286006156790471,-0.2389271129531093,0.0010221109372021697,-0.5157963404261121,0.5605888564020003,0.2390828221698007,0.1377063467863413,0.06096496237277904,-0.4927209643512126,0.5543455221450664,0.7582258149471728,0.5791378372951095,-0.2322070748254138,0.19819215321859152,0.28049647034237135,-0.14386625499556627,0.10813362339588095,0.4302914760568217,-0.6554181122823296
district,Bera,-0.4038527589106329,0.13965237405758235,-0.23769253100652565,0.039249113671597335,-0.650809888086824,0.34740347011775463,0.3591022676820528,0.2314203517678246,0.26022282082476655,-0.3625144205778039,-0.3244448741725984,-0.5451176900939874,0.7411844915429193,-0.7584436188643389,-0.2464623074897776,-0.18681126910699242,-0.3024565084915726,-0.5498076756157699,0.2069308275955104,0.6239984110635164
district,Seberang Perai Tengah,-0.19202549032149363,0.5872486473383818,0.7134104814440685,0.03763498486389261,0.5566844392930166,0.7049615295478897,0.5791058780710736,0.14324219922582682,0.30197737784501966,-0.33453860969838245,0.617342864712616,0.9423933174614532,-0.30475031489819193,-0.04612780677812334,0.47196332880017655,-0.16370419118985247,-0.14613621899963614,0.38630827367565157,0.19996246809076812,-0.13063075547884462
